X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-76.9961696083577,38.9002126522711,12066780,7th St NE and H St NE,2012/05/16 04:00:00+00,0130,2012/05/16 04:00:00+00,2012,5,1D,Ward 6,Gender Identity/Expression,,Simple Assault,901151,400332.45999826,136928.0500125,38.90020486,-76.99616733,,{0CBE08F1-3504-4D80-B684-999B07C06CF9},,,MPD,2024/02/16 21:02:52+00,4432,
-77.0416886663738,38.9056630454988,12069176,18th St NW and M St NW,2012/05/20 04:00:00+00,1000,2012/05/20 04:00:00+00,2012,5,2D,Ward 2,Sexual Orientation,,Simple Assault,906209,396384.2500106,137533.90626906,38.90565526,-77.04168637,,{69179421-DF4E-4845-97B1-6C3CC982048E},,,MPD,2024/02/16 21:02:52+00,4433,
-77.0144522349979,38.9025247167714,12077382,200 block of K St NW,2012/06/05 04:00:00+00,0312-0345,2012/06/05 04:00:00+00,2012,6,1D,Ward 6,Race,Unspecified,Simple Assault,810843,398746.6,137184.8,38.90251693,-77.01444995,,{39533433-879E-4D02-BDD9-B31B05AABD28},,,MPD,2024/02/16 21:02:52+00,4434,
-77.0375014904977,38.9126167791993,12079041,1600 block of R St NW,2012/06/08 04:00:00+00,0220-0223,2012/06/08 04:00:00+00,2012,6,3D,Ward 2,Sexual Orientation,,Simple Assault,812936,396747.75,138305.67,38.91260899,-77.03749919,,{4C7F625A-3E09-4992-907E-45331F1FD7FB},,,MPD,2024/02/16 21:02:52+00,4435,
-77.0175669460355,38.8921171639039,12082150,4th St NW and Pennsylvania Ave NW,2012/06/13 04:00:00+00,1937-1938,2012/06/13 04:00:00+00,2012,6,1D,Ward 6,Race,Unspecified,Threats,906301,398476.20518054,136029.52636367,38.89210938,-77.01756466,,{EDF1286F-335B-4C68-9B2C-9F0079D54EFA},,,MPD,2024/02/16 21:02:52+00,4436,
-77.0373528938476,38.9287411016649,12086552,Irving St NW and Mount Pleasant St NW,2012/06/22 04:00:00+00,0430,2012/06/22 04:00:00+00,2012,6,4D,Ward 1,Sexual Orientation,,Robbery,905760,396761.37001095,140095.59999944,38.92873331,-77.0373506,,{6367CCAC-1D59-4F11-9E6E-0F6B49797692},,,MPD,2024/02/16 21:02:52+00,4437,
-77.0319540542782,38.9092503887715,12087498,1400 block of 14th St NW,2012/06/23 04:00:00+00,2220-2225,2012/06/23 04:00:00+00,2012,6,3D,Ward 2,Sexual Orientation,,Simple Assault,811823,397228.74,137931.79,38.9092426,-77.03195176,,{745C185A-1EEC-49D7-82A8-9B642AC119BC},,,MPD,2024/02/16 21:02:52+00,4438,
-77.0207419057084,38.9156432537676,12089021,600 block of T St NW,2012/06/26 04:00:00+00,2040-2100,2012/06/27 04:00:00+00,2012,6,1D,Ward 2,Sexual Orientation,,ADW,800090,398201.36,138641.17,38.91563546,-77.02073961,,{B52D14FC-FCCE-4BE6-BD3E-5A6FE6C02B0C},,,MPD,2024/02/16 21:02:52+00,4439,
-76.9767816621276,38.8704586890465,12092554,1900 block of Minnesota Ave Ave SE,2012/06/30 04:00:00+00,0837-0840,2012/07/03 04:00:00+00,2012,7,6D,Ward 8,Gender Identity/Expression,,Simple Assault,806143,402015.08,133625.38,38.87045091,-76.97677939,,{955AC2B4-179B-4CA3-BBBC-5FF32334FDCB},,,MPD,2024/02/16 21:02:52+00,4440,
-77.0203194081405,38.9156017095009,12091566,600 block of Florida Ave NW,2012/07/01 04:00:00+00,0300-0330,2012/07/01 04:00:00+00,2012,7,3D,Ward 2,Sexual Orientation,,Simple Assault,810091,398238,138636.55,38.91559392,-77.02031712,,{CE32191C-085E-46F9-B6B0-39866C04EFA0},,,MPD,2024/02/16 21:02:52+00,4441,
-77.0416836705711,38.9192095534576,12091731,2200 block of 18th St NW,2012/07/01 04:00:00+00,2250,2012/07/01 04:00:00+00,2012,7,3D,Ward 1,Sexual Orientation,,Simple Assault,811212,396385.37,139037.68,38.91920176,-77.04168137,,{D1FF6182-2878-4E3A-9FA5-06EBC6117B30},,,MPD,2024/02/16 21:02:52+00,4442,
-77.0392772426287,38.9140993512525,12092003,New Hampshire Ave NW and S St NW,2012/07/01 04:00:00+00,1900-1903,2012/07/01 04:00:00+00,2012,7,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,900574,396593.81250679,138470.31250993,38.91409156,-77.03927495,,{67176FA9-4473-4596-8CD2-B370CAC3A855},,,MPD,2024/02/16 21:02:52+00,4443,
-77.0319515669748,38.9088455543765,12101740,14th St NW and Rhode Island Ave NW,2012/07/17 04:00:00+00,1330,2012/07/17 04:00:00+00,2012,7,3D,Ward 2,Disability,,Simple Assault,906402,397228.93999538,137886.85001339,38.90883777,-77.03194927,,{C8D55D67-D639-4133-935F-292A810C8950},,,MPD,2024/02/16 21:02:52+00,4444,
-77.0219173103399,38.9021091423304,12109242,7th St NW and K St NW,2012/08/04 04:00:00+00,0400,2012/08/04 04:00:00+00,2012,8,1D,Ward 6,Sexual Orientation,,Robbery,900796,398099.06249219,137138.7968927,38.90210135,-77.02191502,,{A5AF4148-2C12-4BA8-80E2-55A277343DC1},,,MPD,2024/02/16 21:02:52+00,4445,
-76.9348344094435,38.8837408335444,12110368,E St SE and Benning Rd SE,2012/08/06 04:00:00+00,1500,2012/08/06 04:00:00+00,2012,8,6D,Ward 7,Sexual Orientation,,Robbery,910993,405654.2000032,135101.55999481,38.88373305,-76.93483215,,{1B6D1E6D-2626-483C-B0E0-2BEFEFC315C5},,,MPD,2024/02/16 21:02:52+00,4446,
-77.0161764760636,38.9031350770795,12112229,1000 block of 4th St NW,2012/08/10 04:00:00+00,0045,2012/08/10 04:00:00+00,2012,8,Unk,Ward 6,Gender Identity/Expression,,Simple Assault,806790,398597.05,137252.58,38.90312729,-77.01617419,,{B0BBBD11-700F-4611-B5A2-DB9A7DBF7424},,,MPD,2024/02/16 21:02:52+00,4447,
-77.0199081040202,38.8990680375135,12113128,700 block of 6th St NW,2012/08/11 04:00:00+00,1746,2012/08/11 04:00:00+00,2012,8,1D,Ward 2,Religion,Jewish,Threats,813230,398273.27,136801.17,38.89906025,-77.01990581,,{68D16D1C-67EA-4BBC-849E-CD3D78A04804},,,MPD,2024/02/16 21:02:52+00,4448,
-77.0234512794588,38.8984605766108,12114937,800 block of G St NW,2012/08/15 04:00:00+00,1050,2012/08/15 04:00:00+00,2012,8,1D,Ward 2,Political Affiliation,,ADW,803164,397965.9,136733.81,38.89845279,-77.02344899,,{712C0F3A-7AC8-41D0-94ED-A09117AD1D6E},,,MPD,2024/02/16 21:02:52+00,4449,
-77.0058880059918,38.9042176819162,12116716,1100 block of 1st St NE,2012/08/18 04:00:00+00,1745,2012/08/18 04:00:00+00,2012,8,5D,Ward 6,Sexual Orientation,,Threats,800351,399489.48,137372.65,38.90420989,-77.00588572,,{72B201A5-41C9-48CF-9FC7-32D92CDFD412},,,MPD,2024/02/16 21:02:52+00,4450,
-76.9780501243839,38.8698269945566,12117324,1800 block of Minnesota Ave SE,2012/08/19 04:00:00+00,2130-2135,2012/08/19 04:00:00+00,2012,8,6D,Ward 8,Gender Identity/Expression,,ADW,806952,401905.02,133555.23,38.86981921,-76.97804785,,{82AB1555-5EF9-4EF9-B661-3F5AF44F5FBD},,,MPD,2024/02/16 21:02:52+00,4451,
-77.0027709554849,38.8422470178505,12118951,3300 block of Martin Luther King Jr Ave,2012/08/23 04:00:00+00,0241,2012/08/23 04:00:00+00,2012,8,7D,Ward 8,Sexual Orientation,,Simple Assault,806338,399759.64,130493.43,38.84223924,-77.00276867,,{2BC85DA0-F55A-4ABB-B5AD-68BD4684C70C},,,MPD,2024/02/16 21:02:52+00,4452,
-76.9408964487506,38.8990711001312,12046039,4200 block of Gault Pl NE,2012/08/23 04:00:00+00,1200-1800,2012/04/04 04:00:00+00,2012,4,6D,Ward 7,Sexual Orientation,,Threats,812613,405127.13389071,136802.98121238,38.89906331,-76.94089418,,{55CEF994-A640-464F-9DC3-0105A67A29B2},,,MPD,2024/02/16 21:02:52+00,4453,
-77.0204640208903,38.9128501777204,12119254,600 block of Rhode Island Ave NW,2012/08/23 04:00:00+00,1656,2012/08/23 04:00:00+00,2012,8,3D,Ward 2,Sexual Orientation,,Simple Assault,813924,398225.39,138331.11,38.91284239,-77.02046173,,{DC0ED930-0F64-4FD0-8123-F4E7E31A8BBA},,,MPD,2024/02/16 21:02:52+00,4454,
-77.0017464232429,38.8216374744507,12120516,4700 block of South Capitol St SE,2012/08/25 04:00:00+00,2353,2012/08/25 04:00:00+00,2012,8,7D,Ward 8,Sexual Orientation,,ADW,809409,399848.54,128205.63,38.8216297,-77.00174414,,{EE51BC8B-49BC-45A6-B6F4-587AF625C7DF},,,MPD,2024/02/16 21:02:52+00,4455,
-77.0498076748133,38.9079418949156,12121983,1300 block of 23rd St NW,2012/08/29 04:00:00+00,0010-0031,2012/08/29 04:00:00+00,2012,8,2D,Ward 2,Sexual Orientation,,Robbery,814994,395680.17,137787.23,38.90793411,-77.04980538,,{F44AF5CD-BD35-4848-ABD3-CC6D720F8A29},,,MPD,2024/02/16 21:02:52+00,4456,
-76.9767816621276,38.8704586890465,12123570,1900 block of Minnesota Ave SE,2012/08/31 04:00:00+00,2353,2012/08/31 04:00:00+00,2012,8,6D,Ward 8,Sexual Orientation,,Robbery,806143,402015.08,133625.38,38.87045091,-76.97677939,,{38B26D1E-1CB8-4085-9933-357A548058E1},,,MPD,2024/02/16 21:02:52+00,4457,
-77.0327321588336,38.9295246790098,12124273,3100 block of 14th St NW,2012/09/02 04:00:00+00,1411,2012/09/02 04:00:00+00,2012,9,3D,Ward 1,Religion,Other/Unknown Religion,Robbery,800897,397162.06,140182.43,38.92951689,-77.03272986,,{3933B29F-A76B-4D7E-A5BE-B739942E2CFF},,,MPD,2024/02/16 21:02:52+00,4458,
-77.0319549011012,38.9196324071323,12128457,2200 block of 14th St NW,2012/09/11 04:00:00+00,0207,2012/09/11 04:00:00+00,2012,9,3D,Ward 1,Sexual Orientation,,Simple Assault,810063,397229.07,139084.28,38.91962462,-77.03195261,,{02407F7C-9CEF-45D6-8AB6-59D058E2396D},,,MPD,2024/02/16 21:02:52+00,4459,
-77.0249810378749,38.9126143617263,12132265,900 block of R St NW,2012/09/18 04:00:00+00,1802,2012/09/18 04:00:00+00,2012,9,3D,Ward 2,Sexual Orientation,,ADW,812494,397833.63,138305.03,38.91260657,-77.02497875,,{A3F363C5-2597-4177-AEB4-44EFFA197484},,,MPD,2024/02/16 21:02:52+00,4460,
-77.0205163749403,38.9329126043312,12141095,3500 block of Warder St NW,2012/10/05 04:00:00+00,0800-1947,2012/10/05 04:00:00+00,2012,10,4D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,810158,398221.35,140558.21,38.93290481,-77.02051408,,{3C1B1454-2AD9-41A1-8124-CB11D8A0486C},,,MPD,2024/02/16 21:02:52+00,4461,
-77.042569950854,38.9056616800266,12146636,1800 block of M St NW,2012/10/12 04:00:00+00,1800-0820,2012/10/12 04:00:00+00,2012,10,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,809121,396307.81,137533.79,38.90565389,-77.04256765,,{EDF17454-E355-4CDF-A8AE-C341EF792AFB},,,MPD,2024/02/16 21:02:52+00,4462,
-76.925887868039,38.8977676697387,12148536,600 block of Division Ave NE,2012/10/20 04:00:00+00,2258,2012/10/20 04:00:00+00,2012,10,6D,Ward 7,Gender Identity/Expression,,Simple Assault,814997,406429.17,136659.24,38.89775988,-76.92588561,,{B620FFDC-B503-480F-8657-9635FB38A327},,,MPD,2024/02/16 21:02:52+00,4463,
-77.0425766146644,38.9025328057819,12151408,1800 block of K St NW,2012/10/25 04:00:00+00,1800-1151 ,2012/10/26 04:00:00+00,2012,10,2D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,805384,396307.07,137186.46,38.90252502,-77.04257432,,{75EDF05E-8B31-4DCC-87D1-FC24D378AD25},,,MPD,2024/02/16 21:02:52+00,4464,
-77.0342679950758,38.9335847338783,12151904,1400 block of Meridian Pl ,2012/10/27 04:00:00+00,0412,2012/10/27 04:00:00+00,2012,10,4D,Ward 1,Race,Unspecified,Robbery,802153,397029.06,140633.18,38.93357694,-77.0342657,,{AA1A6493-A508-4725-AF29-83FD8A3766C0},,,MPD,2024/02/16 21:02:52+00,4465,
-76.9959211429107,38.8506876823411,12153620,2700 block of Martin Luther King Jr Ave SE,2012/10/30 04:00:00+00,1230,2012/10/30 04:00:00+00,2012,10,7D,Ward 8,Sexual Orientation,,Simple Assault,802612,400354.25833428,131430.4068714,38.8506799,-76.99591886,,{32A63202-0EC1-45A9-9AEA-154A8B55AE17},,,MPD,2024/02/16 21:02:52+00,4466,
-76.9979062078073,38.9242465878383,12156229,600 block of Edgewood St NE,2012/11/05 05:00:00+00,1954,2012/11/05 05:00:00+00,2012,11,5D,Ward 5,Sexual Orientation,,Simple Assault,804594,400181.76,139596.01,38.92423879,-76.99790392,,{A6C6E650-D144-4E93-A00D-3C0DB3AAD216},,,MPD,2024/02/16 21:02:52+00,4467,
-77.0327957447313,38.9025305560349,12162862,1400 block of K St NW,2012/11/19 05:00:00+00,1452,2012/11/19 05:00:00+00,2012,11,2D,Ward 2,Race,Black,Simple Assault,805270,397155.47,137185.86,38.90252277,-77.03279345,,{A64CEDE1-0C41-44E8-BBF8-08ED8201AB19},,,MPD,2024/02/16 21:02:52+00,4468,
-76.9882790537111,38.9054773310025,12164492,Montello Ave NE and Oates St NE,2012/11/23 05:00:00+00,1000,2012/11/23 05:00:00+00,2012,11,5D,Ward 5,Sexual Orientation,,Robbery,905902,401016.8399989,137512.53001304,38.90546954,-76.98827677,,{C04C11C0-FF67-4270-A8D5-E0329B034293},,,MPD,2024/02/16 21:02:52+00,4469,
-77.0174001253449,38.916337440979,12171834,1900 block of 4th ST NW,2012/12/07 05:00:00+00,1900,2012/12/08 05:00:00+00,2012,12,3D,Ward 1,Race,Black,Damage/Defacing/Destruction of Property,809359,398491.19,138718.17,38.91632965,-77.01739784,,{F316C404-19AB-461C-9A1E-D7AA07F77D68},,,MPD,2024/02/16 21:02:52+00,4470,
-77.0308500517259,38.9616800814931,12173827,1300 block of Missouri Ave NW,2012/12/12 05:00:00+00,1746,2012/12/12 05:00:00+00,2012,12,4D,Ward 4,Sexual Orientation,,Robbery,808087,397326.46,143751.91,38.96167228,-77.03084775,,{8A7978D4-04C2-41EC-83E5-EC2330FDFA50},,,MPD,2024/02/16 21:02:52+00,4471,
-77.0755392082405,38.9620806155793,13000464,3800 block of Legation St NW,2013/01/02 05:00:00+00,1324,2013/01/02 05:00:00+00,2013,1,2D,Ward 3,Religion,Jewish,Damage/Defacing/Destruction of Property,806248,393453.34,143798.63,38.96207282,-77.0755369,,{FD9C2FC1-6833-4FD9-8FA6-5CD7328CDC07},,,MPD,2024/02/16 21:02:52+00,4472,
-77.0677183852033,38.9591945660292,13000847,5300 block of Nebraska Ave NW,2013/01/02 05:00:00+00,1600-0915,2013/01/03 05:00:00+00,2013,1,2D,Ward 3,Religion,Jewish,Damage/Defacing/Destruction of Property,811886,394130.92,143477.72,38.95918677,-77.06771608,,{F1A7DE10-DEE2-4F20-847F-5F9C794A5E24},,,MPD,2024/02/16 21:02:52+00,4473,
-76.9307982909007,38.8806290855823,13001980,5000 block of G St SE,2013/01/05 05:00:00+00,1952,2013/01/05 05:00:00+00,2013,1,6D,Ward 7,Gender Identity/Expression,,ADW,815559,406004.65,134756.39,38.8806213,-76.93079603,,{02D90808-14F9-4CE3-BC1D-8AB84A27C177},,,MPD,2024/02/16 21:02:52+00,4474,
-77.0327321588336,38.9295246790098,13005159,3100 block of 14th St NW,2013/01/12 05:00:00+00,1500,2013/01/12 05:00:00+00,2013,1,3D,Ward 1,Sexual Orientation,,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,{E26929FF-6439-43DC-A736-8F4A59618C3D},,,MPD,2024/02/16 21:02:52+00,4475,
-77.0375014904977,38.9126167791993,17200228,1600 block of R St NW,2017/11/19 05:00:00+00,0318,2017/11/19 05:00:00+00,2017,11,3D,Ward 2,Sexual Orientation,,Simple Assault,812936,396747.75,138305.67,38.91260899,-77.03749919,,{1C6DAE42-913B-4736-9411-BA811CCEA83A},,,MPD,2024/02/16 21:02:52+00,4476,
-77.0246367626532,38.9170041971694,17200709,900 block of U St NW,2017/11/20 05:00:00+00,0051,2017/11/20 05:00:00+00,2017,11,3D,Ward 1,Sexual Orientation,,ADW,813703,397863.62,138792.33,38.91699641,-77.02463447,,{F646808A-1E6C-4CF3-8888-0EC5197C08C7},,,MPD,2024/02/16 21:02:52+00,4477,
-77.0144522349979,38.9025247167714,17201401,200 block of K St NW,2017/11/21 05:00:00+00,0940,2017/11/21 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,810843,398746.6,137184.8,38.90251693,-77.01444995,,{EE053397-18E6-4FF2-8CA0-2E7D3593A0A8},,,MPD,2024/02/16 21:02:52+00,4478,
-77.0194228624104,38.8998185157102,17206791,500 block of H St NW,2017/11/23 05:00:00+00,1500,2017/11/30 05:00:00+00,2017,11,1D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,800244,398315.38,136884.47,38.89981073,-77.01942057,,{9BC4C5A1-A318-4394-A1F6-1DC2723C5AD9},,,MPD,2024/02/16 21:02:52+00,4479,
-77.054758077416,38.9089794231404,17203063,1400 block of 26th St NW,2017/11/23 05:00:00+00,0830,2017/11/24 05:00:00+00,2017,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,803613,395250.87,137902.65,38.90897164,-77.05475578,,{76983578-8EE7-47B2-AB42-F2B60343735E},,,MPD,2024/02/16 21:02:52+00,4480,
-77.0797638790927,38.9213077130878,17203090,2300 block of 40th Pl NW,2017/11/23 05:00:00+00,2230,2017/11/24 05:00:00+00,2017,11,2D,Ward 3,Race,Black,Damage/Defacing/Destruction of Property,812367,393083.24,139272.79,38.92129992,-77.07976157,,{60E68D08-7145-40F8-A64C-B7764A0F858A},,,MPD,2024/02/16 21:02:52+00,4481,
-77.0239715111157,38.9103933863641,17203324,1500 block of 9th St NW,2017/11/24 05:00:00+00,1947,2017/11/24 05:00:00+00,2017,11,3D,Ward 2,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,808547,397921.12,138058.46,38.9103856,-77.02396922,,{608CDA70-B618-4F58-8EE8-13CDDD5D3519},,,MPD,2024/02/16 21:02:52+00,4482,
-77.0192056177811,38.9013306047836,17204268,500 block of I St NW,2017/11/26 05:00:00+00,1348,2017/11/26 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,801981,398334.26,137052.32,38.90132282,-77.01920333,,{39605F91-6272-4F3B-96A1-03F6251C0897},,,MPD,2024/02/16 21:02:52+00,4483,
-77.0171919882222,38.9005312464722,17204180,400 block of Massachusetts Ave NW,2017/11/26 05:00:00+00,0855,2017/11/26 05:00:00+00,2017,11,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,806146,398508.91,136963.55,38.90052346,-77.0171897,,{EFF6346A-EE4B-4DE9-A533-92E912FBECAC},,,MPD,2024/02/16 21:02:52+00,4484,
-77.0219183028132,38.9014934488253,17204700,900 block of 7th St NW,2017/11/27 05:00:00+00,1041,2017/11/27 05:00:00+00,2017,11,1D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,814494,398098.96,137070.45,38.90148566,-77.02191601,,{F2CA6E94-171C-403C-9499-6D71D5F9A88F},,,MPD,2024/02/16 21:02:52+00,4485,
-77.025020644115,38.9032476534395,17206400,900 block of Massachusetts Ave NW,2017/11/29 05:00:00+00,1731,2017/11/29 05:00:00+00,2017,11,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,812637,397829.91,137265.25,38.90323987,-77.02501835,,{9107C4D4-255D-4A74-8C63-94F1A4CBD363},,,MPD,2024/02/16 21:02:52+00,4486,
-76.9931424855264,38.9222243975062,17207984,900 block of Rhode Island Ave NE,2017/12/02 05:00:00+00,1254,2017/12/02 05:00:00+00,2017,12,5D,Ward 5,Ethnicity/National Origin,Unspecified,Simple Assault,814008,400594.86,139371.55,38.9222166,-76.9931402,,{967EC796-26B2-4909-BAA9-F610EAC47A95},,,MPD,2024/02/16 21:02:52+00,4487,
-76.9358486687529,38.8910596717357,17207852,100 block of 46th Pl NE,2017/12/02 05:00:00+00,0544,2017/12/02 05:00:00+00,2017,12,6D,Ward 7,Sexual Orientation,,Simple Assault,814357,405565.62829112,135913.94524356,38.89105188,-76.93584641,,{6D7F3878-C28D-4ABB-8DC4-5F235E950497},,,MPD,2024/02/16 21:02:52+00,4488,
-77.0090510278181,38.9129797179654,17210790,1700 block of North Capitol St NE,2017/12/06 05:00:00+00,2340,2017/12/07 05:00:00+00,2017,12,5D,Ward 5,Race,Black,ADW,800093,399215.22,138345.33,38.91297193,-77.00904874,,{408B6153-AB73-487E-BCE7-E72FCF37D89A},,,MPD,2024/02/16 21:02:52+00,4489,
-77.0013118493133,38.886777274007,17211297,300 block of Pennsylvania Ave SE,2017/12/07 05:00:00+00,1950,2017/12/07 05:00:00+00,2017,12,1D,Ward 6,Race,Black,Simple Assault,809147,399886.38214185,135436.61119512,38.88676949,-77.00130957,,{1B59DA52-2327-4DAA-A73B-E076B55BF605},,,MPD,2024/02/16 21:02:52+00,4490,
-77.0147886703067,38.8954446425989,17214121,400 block of 2nd St NW,2017/12/12 05:00:00+00,1912,2017/12/12 05:00:00+00,2017,12,1D,Ward 6,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,279729,398717.29,136398.86,38.89543686,-77.01478638,,{825F1041-7B52-4171-8FB9-5F808C26E2CA},,,MPD,2024/02/16 21:02:52+00,4491,
-77.032592571693,38.9281795966996,17215419,3000 block of 14th ST NW,2017/12/14 05:00:00+00,2316,2017/12/13 05:00:00+00,2017,12,3D,Ward 1,Sexual Orientation,,ADW,806449,397174.11,140033.11,38.9281718,-77.03259028,,{7E4BF3EC-33A0-41E7-8F1B-E1A177DCC070},,,MPD,2024/02/16 21:02:52+00,4492,
-77.0678449609779,38.9055065035041,17217042,1200 block of 34th St NW,2017/12/17 05:00:00+00,0940,2017/12/17 05:00:00+00,2017,12,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,808214,394115.52,137517.89,38.90549872,-77.06784266,,{3367661D-0691-48DC-8DB9-B9A1FDA92B61},,,MPD,2024/02/16 21:02:52+00,4493,
-77.0376834267387,38.9859162649488,17220567,1600 block of Kalmia RD NW,2017/12/23 05:00:00+00,1600,2017/12/23 05:00:00+00,2017,12,4D,Ward 4,Race,Black,Threats,806432,396735.33,146442.58,38.98590846,-77.03768113,,{C631A47E-22D6-49CB-894A-1E7C357E6136},,,MPD,2024/02/16 21:02:52+00,4494,
-76.9883124905402,38.892794642023,17220499,200 block of 13th ST NE,2017/12/23 05:00:00+00,1300,2017/12/23 05:00:00+00,2017,12,1D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,810318,401014.12,136104.65,38.89278685,-76.98831021,,{450C2A42-50E1-4C83-B1C6-131AF6ADB0AF},,,MPD,2024/02/16 21:02:52+00,4495,
-76.9908890922677,38.8825277431881,17222427,1100 block of Pennsylvania Ave SE,2017/12/27 05:00:00+00,2140,2017/12/27 05:00:00+00,2017,12,1D,Ward 6,Ethnicity/National Origin,Arab/Middle Eastern,ADW,800670,400790.70681469,134964.91916268,38.88251996,-76.99088681,,{54959803-0D2C-4048-AD90-7BF2D841480D},,,MPD,2024/02/16 21:02:52+00,4496,
-76.9522169468627,38.8647818673554,17223754,2000 block of 38th ST SE,2017/12/30 05:00:00+00,1610,2017/12/30 05:00:00+00,2017,12,6D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,809490,404147.13,132996.04,38.86477408,-76.95221468,,{2F3A0DE0-D8F0-4EF8-ADE9-1D7B7650B0B2},,,MPD,2024/02/16 21:02:52+00,4497,
-76.9811392258674,38.836952700941,18006370,1300 block of Southern Ave SE,2017/12/31 05:00:00+00,1400,2018/01/13 05:00:00+00,2018,1,7D,Ward 8,Gender Identity/Expression,,Sexual Abuse,808913,401637.7,129905.89,38.83694492,-76.98113695,,{8B549D0C-BB73-47C1-AD17-AA6ED1548FE2},,,MPD,2024/02/16 21:02:52+00,4498,
-76.9837861434821,38.9040767157779,18009204,1400 block of Staples St NE,2018/01/17 05:00:00+00,1903,2018/01/17 05:00:00+00,2018,1,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,811530,401406.57,137357.11,38.90406893,-76.98378386,,{2AE4F436-FD75-4ADE-9D39-6A56AB0F3D4D},,,MPD,2024/02/16 21:02:52+00,4499,
-77.0012701748102,38.826613077455,18009754,300 block of Livingston Ter SE,2018/01/18 05:00:00+00,1838,2018/01/18 05:00:00+00,2018,1,7D,Ward 8,Gender Identity/Expression,,Simple Assault,802041,399889.90473385,128757.95403692,38.8266053,-77.00126789,,{D89D10B1-FAC0-46C1-9FDA-D2BA2049C842},,,MPD,2024/02/16 21:02:52+00,4500,
-77.0327321588336,38.9295246790098,18009995,3100 block of 14th St NW,2018/01/19 05:00:00+00,0446,2018/01/19 05:00:00+00,2018,1,3D,Ward 1,Sexual Orientation,,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,{349078F0-CE3A-44D4-AF88-4660DE1E271B},,,MPD,2024/02/16 21:02:52+00,4501,
-77.02756305847,38.9103704337213,18010118,1100 block of Rhode Island Ave NW,2018/01/19 05:00:00+00,1202,2018/01/19 05:00:00+00,2018,1,3D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,814136,397609.62,138056,38.91036264,-77.02756077,,{2545E3CF-EAD3-4AFB-A822-149CC5FCAA03},,,MPD,2024/02/16 21:02:52+00,4502,
-77.027037279831,38.8990739918048,18010652,700 block of 11th St NW,2018/01/20 05:00:00+00,0258,2018/01/20 05:00:00+00,2018,1,2D,Ward 2,Sexual Orientation,,Simple Assault,812220,397654.85,136801.99,38.8990662,-77.02703499,,{54C1F4F7-AF08-4206-9B9F-FE00F2A730BE},,,MPD,2024/02/16 21:02:52+00,4503,
-76.9829298794914,38.8954709067432,18015847,1500 block of Isherwood St NE,2018/01/28 05:00:00+00,2004,2018/01/28 05:00:00+00,2018,1,5D,Ward 7,Sexual Orientation,,ADW,809407,401481.02,136401.81,38.89546312,-76.9829276,,{A510BC01-67F4-4277-B83D-602ABB0B70A0},,,MPD,2024/02/16 21:02:52+00,4504,
-77.0519054257246,38.9242076033088,18016303,2600 block of Connecticut Ave NW,2018/01/29 05:00:00+00,1632,2018/01/29 05:00:00+00,2018,1,2D,Ward 3,Race,White,Simple Assault,807493,395499.25,139592.96,38.92419981,-77.05190312,,{6B0D2017-CD9F-4601-9FC3-2DB793867C55},,,MPD,2024/02/16 21:02:52+00,4505,
-76.9809901650082,38.84956612492,18017482,3200 block of Stanton Rd SE,2018/01/31 05:00:00+00,1816,2018/02/01 05:00:00+00,2018,2,7D,Ward 8,Race,White,ADW,815443,401650.35,131306.07,38.84955835,-76.98098789,,{B9B6692B-BBFF-42CF-9D37-9FFC65C51A56},,,MPD,2024/02/16 21:02:52+00,4506,
