X,Y,CCN,ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_ID,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,SE_ANNO_CAD_DATA,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,SHAPE
-77.0328038153021,38.8955128592565,22100290,1400 block of Pennsylvania Ave NW,2022/07/13 04:00:00+00,1925,2022/07/13 04:00:00+00,2022,7,2D,Ward 2,Ethnicity/National Origin,Ethiopian,Simple Assault,801449,397154.49,136406.84,38.89550507,-77.03280152,,{F162FD7B-DA81-48C2-B8C1-27754F8907EB},,,MPD,2024/02/16 21:02:52+00,4947,
-76.9958555665263,38.8845521264952,22101829,700 block of Pennsylvania Ave SE,2022/07/16 04:00:00+00,1752,2022/07/16 04:00:00+00,2022,7,1D,Ward 6,Gender Identity/Expression,,Simple Assault,804857,400359.78,135189.61,38.88454434,-76.99585329,,{E5EF7858-25EB-4A95-81B2-6C1EF7B7CCD5},,,MPD,2024/02/16 21:02:52+00,4948,
-76.9863491820287,38.866087033184,22103742,1300 block of U St SE,2022/07/20 04:00:00+00,1312,2022/07/20 04:00:00+00,2022,7,7D,Ward 8,Sexual Orientation,,Simple Assault,813394,401184.88537505,133139.92632899,38.86607925,-76.98634691,,{33D0FE7E-EE64-484A-B7F8-51D6F89D61C8},,,MPD,2024/02/16 21:02:52+00,4949,
-77.0029562372492,38.877013310487,22104216,1100 block of 2nd Pl SE,2022/07/21 04:00:00+00,0930,2022/07/21 04:00:00+00,2022,7,1D,Ward 8,Political Affiliation,,Simple Assault,811711,399743.68,134352.74,38.87700553,-77.00295395,,{6522FA8F-8154-47AF-A4F0-0DC81C61C6A4},,,MPD,2024/02/16 21:02:52+00,4950,
-77.0307887728051,38.9181204918837,22105091,1300 block of V St NW,2022/07/22 04:00:00+00,2216,2022/07/23 04:00:00+00,2022,7,3D,Ward 1,Gender Identity/Expression,,Simple Assault,810147,397330.14,138916.41,38.9181127,-77.03078648,,{42DBF5B4-C26B-4CD1-9F85-E4460C6DE56E},,,MPD,2024/02/16 21:02:52+00,4951,
-77.0470643358359,38.9054739334265,22104668,2100 block of M St NW,2022/07/22 04:00:00+00,0245,2022/07/22 04:00:00+00,2022,7,2D,Ward 2,Race,Black,ADW,815021,395917.97,137513.14,38.90546615,-77.04706204,,{27A07D32-3956-4200-993A-E261388F17C0},,,MPD,2024/02/16 21:02:52+00,4952,
-77.016182289223,38.8967446354004,22107329,500 block of 4th St NW,2022/07/27 04:00:00+00,1156,2022/07/27 04:00:00+00,2022,7,1D,Ward 6,Race,Black,Simple Assault,800109,398596.42,136543.19,38.89673685,-77.01618,,{86DEEA28-B94D-4B90-ABF0-3853F02E017A},,,MPD,2024/02/16 21:02:52+00,4953,
-77.0580828364515,38.9348320736476,22109009,3400 block of Connecticut Ave NW,2022/07/30 04:00:00+00,1520,2022/07/30 04:00:00+00,2022,7,2D,Ward 3,Sexual Orientation,,Simple Assault,803643,394964.33,140772.69,38.93482428,-77.05808053,,{BCE7540E-40FC-4CE3-8BA1-DDF83021EF09},,,MPD,2024/02/16 21:02:52+00,4954,
-77.0239799863956,38.9064524130166,22113098,1200 block of 9th St NW,2022/08/07 04:00:00+00,1033,2022/08/07 04:00:00+00,2022,8,3D,Ward 2,Ethnicity/National Origin,Mexican,Simple Assault,801626,397920.27,137620.98,38.90644462,-77.02397769,,{4564DD18-6C2E-44A8-A661-5A72D909EDFA},,,MPD,2024/02/16 21:02:52+00,4955,
-77.0219173366497,38.9133561827876,22113288,1700 block of 7th St NW,2022/08/07 04:00:00+00,1743,2022/08/07 04:00:00+00,2022,8,3D,Ward 2,Sexual Orientation,,Simple Assault,811043,398099.36,138387.31,38.91334839,-77.02191505,,{39678B45-8818-4F1D-A087-A8A7818069D3},,,MPD,2024/02/16 21:02:52+00,4956,
-76.9817252275548,38.848340554044,22113952,1500 block of Tubman Rd SE,2022/08/08 04:00:00+00,2226,2022/08/09 04:00:00+00,2022,8,7D,Ward 8,Gender Identity/Expression,,Threats,815448,401586.57,131170.01,38.84833278,-76.98172295,,{E7D8F9C1-1B70-47B3-8EC6-C477841041B0},,,MPD,2024/02/16 21:02:52+00,4957,
-76.9699832359645,38.8580616212564,22114800,2400 block of 25th St SE,2022/08/10 04:00:00+00,1520,2022/08/10 04:00:00+00,2022,8,7D,Ward 8,Sexual Orientation,,Simple Assault,812439,402605.49827237,132249.38696816,38.85805384,-76.96998096,,{0861BE7E-F9FB-42A9-AED0-959751E51F0A},,,MPD,2024/02/16 21:02:52+00,4958,
-76.9909635778177,38.9320507001183,22116821,3400 block of 12th St NE,2022/08/14 04:00:00+00,1641,2022/08/14 04:00:00+00,2022,8,5D,Ward 5,Religion,Catholic,Damage/Defacing/Destruction of Property,806544,400783.7,140462.37,38.93204291,-76.9909613,,{6D4AAF24-7AD0-4CA2-AC70-43A6B8F161AD},,,MPD,2024/02/16 21:02:52+00,4959,
-76.9909635778177,38.9320507001183,22117137,3400 block of 12th St NE,2022/08/15 04:00:00+00,1042,2022/08/15 04:00:00+00,2022,8,5D,Ward 5,Religion,Catholic,Burglary,806544,400783.7,140462.37,38.93204291,-76.9909613,,{5D7A395D-1297-49E9-AFB7-577686874C03},,,MPD,2024/02/16 21:02:52+00,4960,
-77.0309791537941,38.9247612890993,20133457,1300 block of Fairmont St NW,2020/09/18 04:00:00+00,1130,2020/09/18 04:00:00+00,2020,9,3D,Ward 1,Sexual Orientation,,Threats,804659,397313.88,139653.6,38.9247535,-77.03097686,,{F1C2758B-C7DA-4D23-9430-94483C504F22},,,MPD,2024/02/16 21:02:52+00,4961,
-77.0363722256411,38.969827806451,20136564,6600 block of 16th St NW,2020/09/24 04:00:00+00,1422,2020/09/24 04:00:00+00,2020,9,4D,Ward 4,Race,Black,Simple Assault,812690,396848.22,144656.56,38.96982001,-77.03636993,,{CD4E5417-D24E-4F4E-B627-A0AE17090EC1},,,MPD,2024/02/16 21:02:52+00,4962,
-77.0175700512371,38.8998009725407,20137693,400 block of H St NW,2020/09/26 04:00:00+00,1959,2020/09/26 04:00:00+00,2020,9,1D,Ward 6,Race,Black,Simple Assault,802812,398476.1,136882.49,38.89979319,-77.01756776,,{BDB67B7C-B87E-4CEF-B9DB-7779126648BC},,,MPD,2024/02/16 21:02:52+00,4963,
-77.021102546276,38.9564203420627,20138100,600 block of Kennedy St NW,2020/09/27 04:00:00+00,1440,2020/09/27 04:00:00+00,2020,9,4D,Ward 4,Gender Identity/Expression,,Simple Assault,808391,398171.13,143167.79,38.95641254,-77.02110025,,{6CC5EF19-1AEA-4C4A-A0C4-D4E9339FE9CA},,,MPD,2024/02/16 21:02:52+00,4964,
-77.0246367626532,38.9170041971694,20138274,900 block of U St NW,2020/09/27 04:00:00+00,2225,2020/09/27 04:00:00+00,2020,9,3D,Ward 1,Sexual Orientation,,Simple Assault,813703,397863.62,138792.33,38.91699641,-77.02463447,,{3EAE6EE4-E095-43CE-8C6B-7568CA46677C},,,MPD,2024/02/16 21:02:52+00,4965,
-77.0144001542693,38.8775423337762,20139106,200 block of L St SW,2020/09/29 04:00:00+00,1208,2020/09/29 04:00:00+00,2020,9,1D,Ward 6,Sexual Orientation,,Threats,809775,398750.68,134411.56,38.87753455,-77.01439787,,{B1C053FC-2449-4523-BEB5-2EDAD7837DC3},,,MPD,2024/02/16 21:02:52+00,4966,
-77.0332566388807,38.9096593644672,20140286,1400 block of P St NW,2020/10/01 04:00:00+00,1629,2020/10/01 04:00:00+00,2020,10,2D,Ward 2,Sexual Orientation,,Threats,815289,397115.78,137977.23,38.90965158,-77.03325434,,{01D3DE98-0C25-4BC5-A8B9-41CB4EC483E5},,,MPD,2024/02/16 21:02:52+00,4967,
-77.054024975767,38.9052648108482,20142177,2500 block of M St NW,2020/10/03 04:00:00+00,1630,2020/10/05 04:00:00+00,2020,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,801191,395314.21,137490.26,38.90525702,-77.05402268,,{62D65276-3BDD-416A-B835-F7ADA19EA4C7},,,MPD,2024/02/16 21:02:52+00,4968,
-76.9998962063437,38.8316416650911,20141735,400 block of Condon Ter SE,2020/10/04 04:00:00+00,0905,2020/10/04 04:00:00+00,2020,10,7D,Ward 8,Gender Identity/Expression,,Simple Assault,809255,400009.21,129316.16,38.83163389,-76.99989393,,{24F883D0-77C3-4192-AED2-58AB8899187F},,,MPD,2024/02/16 21:02:52+00,4969,
-76.9836382285815,38.8995513467669,20142314,700 block of 15th St NE,2020/10/05 04:00:00+00,1232,2020/10/05 04:00:00+00,2020,10,5D,Ward 6,Ethnicity/National Origin,Black/African,ADW,800794,401419.49,136854.76,38.89954356,-76.98363595,,{94E3F43C-97CB-4FD8-B8DD-F59DA7779076},,,MPD,2024/02/16 21:02:52+00,4970,
-77.0445397316219,38.940976543996,20143489,1900 block of Upshur St NW,2020/10/07 04:00:00+00,1657,2020/10/07 04:00:00+00,2020,10,4D,Ward 4,Race,Black,Threats,814539,396138.87,141454.12,38.94096875,-77.04453743,,{B846847C-E043-42E4-A81D-0F36864B99A9},,,MPD,2024/02/16 21:02:52+00,4971,
-77.0302819718224,38.9311358453516,20144486,1300 block of Park Rd NW,2020/10/09 04:00:00+00,1505,2020/10/09 04:00:00+00,2020,10,3D,Ward 1,Sexual Orientation,,Threats,802061,397374.57,140361.21,38.93112805,-77.03027968,,{35F93654-C054-4613-9E65-5BE7B0602061},,,MPD,2024/02/16 21:02:52+00,4972,
-76.9913021826455,38.9378489195536,20144337,1100 block of Michigan Ave NE,2020/10/09 04:00:00+00,0913,2020/10/09 04:00:00+00,2020,10,4D,Ward 5,Race,Black,Displaying Symbols,811071,400754.28,141106.02,38.93784112,-76.9912999,,{DAD30B40-0968-4F28-A54A-C616FCE3F9A2},,,MPD,2024/02/16 21:02:52+00,4973,
-77.0787482025385,38.9487994076138,20181259,4500 block of 40th St NW,2020/10/12 04:00:00+00,1500,2020/12/22 05:00:00+00,2020,12,2D,Ward 3,Gender Identity/Expression,,Threats,805604,393173.95,142324.53,38.94879161,-77.07874589,,{CF03F3C2-6E50-4AF0-83E3-EE4CA013CCF1},,,MPD,2024/02/16 21:02:52+00,4974,
-76.9377597107109,38.8912292253105,20146873,100 block of 45th St NE,2020/10/14 04:00:00+00,0400,2020/10/14 04:00:00+00,2020,10,6D,Ward 7,Sexual Orientation,,Simple Assault,801314,405399.82355496,135932.65215558,38.89122144,-76.93775745,,{92077285-1880-4E80-AC07-B580DCA8B159},,,MPD,2024/02/16 21:02:52+00,4975,
-77.0124096795709,38.8248156484667,20147561,4600 block of Martin Luther King Jr Ave SW,2020/10/15 04:00:00+00,1210,2020/10/15 04:00:00+00,2020,10,7D,Ward 8,Sexual Orientation,,Simple Assault,810760,398922.6,128558.5,38.82480788,-77.0124074,,{46D86450-94D8-4057-935A-46D8901A743F},,,MPD,2024/02/16 21:02:52+00,4976,
-76.9931424855264,38.9222243975062,20148268,900 block of Rhode Island Ave NE,2020/10/16 04:00:00+00,1707,2020/10/16 04:00:00+00,2020,10,5D,Ward 5,Gender Identity/Expression,,Simple Assault,814008,400594.86,139371.55,38.9222166,-76.9931402,,{DE961D4D-07A9-49AA-A4CA-976F9D05A540},,,MPD,2024/02/16 21:02:52+00,4977,
-77.0396554650008,38.9246640795471,20148749,1700 block of Columbia Rd NW,2020/10/17 04:00:00+00,1749,2020/10/17 04:00:00+00,2020,10,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,800952,396561.52,139643.1,38.92465629,-77.03965317,,{D7BF9AA6-2ED2-4CED-95B7-04F1B16AD96F},,,MPD,2024/02/16 21:02:52+00,4978,
-77.0281384879075,38.9596903909736,20148890,5800 block of Georgia Ave NW,2020/10/17 04:00:00+00,2210,2020/10/17 04:00:00+00,2020,10,4D,Ward 4,Sexual Orientation,,Simple Assault,809007,397561.4,143530.96,38.95968259,-77.02813619,,{8565C19C-2EA3-439A-B5FC-E8CDB7484C29},,,MPD,2024/02/16 21:02:52+00,4979,
-77.0542463052793,38.914777971624,20150812,2500 block of Massachusetts Ave NW,2020/10/21 04:00:00+00,1538,2020/10/21 04:00:00+00,2020,10,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,805311,395295.64,138546.31,38.91477018,-77.054244,,{7430412B-16EE-454B-AA09-104AC6134861},,,MPD,2024/02/16 21:02:52+00,4980,
-76.9957835069711,38.9025190489038,20160241,700 block of K St NE,2020/11/09 05:00:00+00,0229,2020/11/09 05:00:00+00,2020,11,5D,Ward 6,Gender Identity/Expression,,ADW,809938,400365.94,137184.08,38.90251126,-76.99578122,,{09E94D72-F4BC-4AFD-9975-C458100D1C5B},,,MPD,2024/02/16 21:02:52+00,4981,
-77.0477182886168,38.9096446239348,20160871,2100 block of P ST NW,2020/11/10 05:00:00+00,0941,2020/11/10 05:00:00+00,2020,11,2D,Ward 2,Ethnicity/National Origin,Chinese,Simple Assault,807038,395861.49,137976.15,38.90963684,-77.04771599,,{741032A6-C51F-4A98-AF19-C9A16DE2076B},,,MPD,2024/02/16 21:02:52+00,4982,
-77.0265166246871,38.8983230839497,20163102,1000 block of G St NW,2020/11/14 05:00:00+00,1615,2020/11/14 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Simple Assault,800330,397699.99,136718.62,38.8983153,-77.02651433,,{56F3FA68-6BC6-444A-A35C-BC56ED326305},,,MPD,2024/02/16 21:02:52+00,4983,
-77.0365523660639,38.9007803781646,20163515,800 block of 16th St NW,2020/11/15 05:00:00+00,1600,2020/11/15 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Simple Assault,813038,396829.54,136991.7,38.90077259,-77.03655007,,{2CD208FB-D90C-4A57-8112-D6E1CAB6ADFC},,,MPD,2024/02/16 21:02:52+00,4984,
-77.0703256565604,38.965356926809,20163994,5600 block of Nevada Ave NW,2020/11/15 05:00:00+00,0000,2020/11/16 05:00:00+00,2020,11,2D,Ward 3,Sexual Orientation,,Damage/Defacing/Destruction of Property,814729,393905.47,144161.97,38.96534913,-77.07032335,,{10763F8B-FFF5-4BE1-9FF4-FF6B97643C26},,,MPD,2024/02/16 21:02:52+00,4985,
-77.0319554390246,38.9100250159937,20166437,1500 block of 14th St NW,2020/11/21 05:00:00+00,1352,2020/11/21 05:00:00+00,2020,11,2D,Ward 2,Political Affiliation,,Simple Assault,804371,397228.65,138017.78,38.91001723,-77.03195314,,{09B82428-F7D3-4857-835C-251CE6E2F30F},,,MPD,2024/02/16 21:02:52+00,4986,
-76.9955697422863,38.8973407651804,20173485,700 block of F St NE,2020/12/06 05:00:00+00,1234,2020/12/06 05:00:00+00,2020,12,1D,Ward 6,Ethnicity/National Origin,Asian,Simple Assault,815155,400384.51,136609.25,38.89733298,-76.99556746,,{6175B1AC-108F-4602-8320-3A571DA8AAFF},,,MPD,2024/02/16 21:02:52+00,4987,
-77.0137216172186,38.8812908979028,20174403,100 block of G St SW ,2020/12/07 05:00:00+00,1527,2020/12/07 05:00:00+00,2020,12,1D,Ward 6,Ethnicity/National Origin,Black/African,Threats,808513,398809.62,134827.67,38.88128311,-77.01371933,,{78B1224A-FF88-4DD5-AB69-7BB2D813977A},,,MPD,2024/02/16 21:02:52+00,4988,
-77.0355623799762,38.9025318185051,20176149,1500 block of K St NW,2020/12/11 05:00:00+00,2349,2020/12/12 05:00:00+00,2020,12,2D,Ward 2,Political Affiliation,,Simple Assault,801818,396915.49,137186.09,38.90252403,-77.03556009,,{EED29145-4A9A-4D31-A983-EA8E45D8C9BC},,,MPD,2024/02/16 21:02:52+00,4989,
-77.025020644115,38.9032476534395,20176873,900 block of Massachusetts Ave NW,2020/12/12 05:00:00+00,1500,2020/12/13 05:00:00+00,2020,12,2D,Ward 2,Sexual Orientation,,Damage/Defacing/Destruction of Property,812637,397829.91,137265.25,38.90323987,-77.02501835,,{3E382714-20AB-44FB-A483-9469E788AB69},,,MPD,2024/02/16 21:02:52+00,4990,
-77.027039748172,38.9019361273319,20176767,900 block of 11th St NW,2020/12/12 05:00:00+00,1800,2020/12/13 05:00:00+00,2020,12,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,814937,397654.73,137119.71,38.90192834,-77.02703746,,{267D8E46-586B-4992-9E71-A17AACDBC63C},,,MPD,2024/02/16 21:02:52+00,4991,
-76.9799252900536,38.927270686662,20177768,1700 block of Rhode Island Ave NE,2020/12/15 05:00:00+00,1522,2020/12/15 05:00:00+00,2020,12,5D,Ward 5,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,815118,401740.89,139931.9,38.92726289,-76.97992301,,{E877AF4C-BCD9-4E06-8CEC-F61C2E3B1D61},,,MPD,2024/02/16 21:02:52+00,4992,
-77.0364889227448,38.9268486375304,20180662,3000 block of 16th St NW,2020/12/21 05:00:00+00,1802,2020/12/21 05:00:00+00,2020,12,3D,Ward 1,Sexual Orientation,,Threats,813624,396836.2,139885.49,38.92684085,-77.03648663,,{FAC55510-2EFB-44CD-B18A-19C782B37EA6},,,MPD,2024/02/16 21:02:52+00,4993,
-77.0301986074395,38.8955141023358,20181549,1300 block of Pennslylvania Abe NW,2020/12/23 05:00:00+00,1452,2020/12/23 05:00:00+00,2020,12,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,800757,397380.49,136406.9,38.89550632,-77.03019631,,{C605D110-D915-499C-9850-F3C251EB75DB},,,MPD,2024/02/16 21:02:52+00,4994,
-76.9846224083086,38.8593266642806,21010978,2200 block of Hunter Pl SE,2021/01/04 05:00:00+00,1845,2021/01/25 05:00:00+00,2021,1,7D,Ward 8,Race,Black,Damage/Defacing/Destruction of Property,808580,401334.87,132389.5,38.85931888,-76.98462013,,{CABADAEE-B8D8-4CD2-96D6-083C00EC85A8},,,MPD,2024/02/16 21:02:52+00,4995,
-76.9651363306571,38.9171450071443,21002827,2700 block of New York Ave NE,2021/01/06 05:00:00+00,2245,2021/01/06 05:00:00+00,2021,1,5D,Ward 5,Ethnicity/National Origin,Jewish,Displaying Symbols,800345,403023.68,138808.25,38.91713721,-76.96513406,,{2333762A-1F6B-48E3-9935-F1FEAEAA04D0},,,MPD,2024/02/16 21:02:52+00,4996,
-77.0394521495712,38.9019393511348,21002939,900 block of 17th St NW,2021/01/07 05:00:00+00,0822,2021/01/07 05:00:00+00,2021,1,2D,Ward 2,Race,Black,Threats,803806,396578.06,137120.46,38.90193156,-77.03944985,,{2E553746-C97C-453D-B973-4031C06F7BF9},,,MPD,2024/02/16 21:02:52+00,4997,
-77.0212767323442,38.9470531475005,21003823,Unit block of Sherman Cir NW,2021/01/09 05:00:00+00,0016,2021/01/09 05:00:00+00,2021,1,4D,Ward 4,Sexual Orientation,,Damage/Defacing/Destruction of Property,805553,398155.79,142127.95,38.94704535,-77.02127444,,{4129BCAF-91AF-4697-83A0-CAA0962F6BFD},,,MPD,2024/02/16 21:02:52+00,4998,
-77.0653466409381,38.947322201428,21006087,4400 block of Connecticut Ave NW,2021/01/14 05:00:00+00,0735,2021/01/14 05:00:00+00,2021,1,2D,Ward 3,Ethnicity/National Origin,Mexican,Simple Assault,801413,394335.54,142159.63,38.94731441,-77.06534433,,{5846163E-15AE-4081-A251-D2C5D9706630},,,MPD,2024/02/16 21:02:52+00,4999,
-77.0354087839786,38.9312582687328,21008545,1500 block of Park Rd NW,2021/01/19 05:00:00+00,1541,2021/01/19 05:00:00+00,2021,1,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,ADW,811355,396930.05,140374.96,38.93125048,-77.03540649,,{9B7973FA-B272-4692-A7DD-939F77A26648},,,MPD,2024/02/16 21:02:52+00,5000,
-77.066072857644,38.905541931068,21011703,1200 block of 33rd St NW,2021/01/26 05:00:00+00,1619,2021/01/26 05:00:00+00,2021,1,2D,Ward 2,Ethnicity/National Origin,Chinese,Simple Assault,814618,394269.23,137521.71,38.90553414,-77.06607055,,{88566754-574C-4197-8D56-355E3D1482F9},,,MPD,2024/02/16 21:02:52+00,5001,
-76.988873547344,38.91178269105,21011796,1000 block of Mount Olivet Rd NE,2021/01/26 05:00:00+00,1905,2021/01/26 05:00:00+00,2021,1,5D,Ward 5,Sexual Orientation,,Simple Assault,816378,400965.19,138212.47,38.9117749,-76.98887127,,{DCFBD061-5C9F-45CB-9A6C-F98AF7ECAAC6},,,MPD,2024/02/16 21:02:52+00,5002,
-77.0365252794246,38.9100205237909,21020755,1500 block of 16th St NW,2021/02/13 05:00:00+00,0123,2021/02/13 05:00:00+00,2021,2,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,806024,396832.3,138017.43,38.91001273,-77.03652298,,{72E19E04-55AA-4E1A-BF57-1E206220D0D3},,,MPD,2024/02/16 21:02:52+00,5003,
-77.0054621953635,38.9126051939903,21027015,100 block of R St NE,2021/03/02 05:00:00+00,1515,2021/03/02 05:00:00+00,2021,3,5D,Ward 5,Ethnicity/National Origin,Jewish,Displaying Symbols,801566,399526.47,138303.73,38.9125974,-77.00545991,,{BE056DDE-EF8B-454C-BDF8-78040C094443},,,MPD,2024/02/16 21:02:52+00,5004,
-77.0169191262798,38.9025278086911,21028370,400 block of K St NW,2021/03/04 05:00:00+00,2030,2021/03/04 05:00:00+00,2021,3,1D,Ward 6,Race,Asian,Simple Assault,816529,398532.62,137185.18,38.90252002,-77.01691684,,{A5D9B745-B5B7-4A70-8476-BAAEE71EAA4F},,,MPD,2024/02/16 21:02:52+00,5005,
-76.9730946472268,38.916563100181,21028665,1900 block of Bladensburg Rd NE,2021/03/05 05:00:00+00,2017,2021/03/05 05:00:00+00,2021,3,5D,Ward 5,Race,White,Threats,802130,402333.53,138743.42,38.91655531,-76.97309237,,{A1C12E44-E1B7-4745-910C-6B5D18F5FAC2},,,MPD,2024/02/16 21:02:52+00,5006,
-76.9911198394066,38.9340291161528,21030972,3600 block of 12th ST NE,2021/03/10 05:00:00+00,2045,2021/03/10 05:00:00+00,2021,3,5D,Ward 5,Ethnicity/National Origin,Chinese,Threats,810265,400770.13,140681.99,38.93402132,-76.99111756,,{36EEB616-98FC-4281-B369-B9F6D52C8D1F},,,MPD,2024/02/16 21:02:52+00,5007,
-76.9885584362906,38.9210870980118,21032249,1300 block of Bryant St NE,2021/03/13 05:00:00+00,1303,2021/03/13 05:00:00+00,2021,3,5D,Ward 5,Race,Black,Threats,814182,400992.39,139245.34,38.92107931,-76.98855616,,{2CEEDAB0-CD4E-4FB5-860E-FB6F7D505B59},,,MPD,2024/02/16 21:02:52+00,5008,
-77.0332566231709,38.9083893678218,21033334,1400 block of Rhode Island Ave NW,2021/03/14 05:00:00+00,1900,2021/03/14 05:00:00+00,2021,3,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,806822,397115.73,137836.25,38.90838158,-77.03325433,,{21992AA2-E97A-4D37-99FD-75FCEAD5E6F4},,,MPD,2024/02/16 21:02:52+00,5009,
-77.0580828364515,38.9348320736476,21034649,3400 block of Connecticut Ave NW,2021/03/17 04:00:00+00,1045,2021/03/17 04:00:00+00,2021,3,2D,Ward 3,Ethnicity/National Origin,Ethiopian,Threats,803643,394964.33,140772.69,38.93482428,-77.05808053,,{28B04CE0-4959-4F0E-BD2C-46F1276F001F},,,MPD,2024/02/16 21:02:52+00,5010,
-77.0163751576107,38.8832476491012,21036861,300 block of E St SW,2021/03/23 04:00:00+00,1052,2021/03/23 04:00:00+00,2021,3,1D,Ward 6,Race,Black,Damage/Defacing/Destruction of Property,803860,398579.42031664,135044.92233075,38.88323987,-77.01637287,,{935BE75F-9213-4C1A-9685-8AAF07EC3243},,,MPD,2024/02/16 21:02:52+00,5011,
-77.0013073650189,38.8886883360875,21038249,300 block of A St SE,2021/03/26 04:00:00+00,1100,2021/03/26 04:00:00+00,2021,3,1D,Ward 6,Race,Black,Displaying Symbols,810180,399886.77423785,135648.75388331,38.88868055,-77.00130508,,{0024E09A-6466-4736-BF2A-943CC653A003},,,MPD,2024/02/16 21:02:52+00,5012,
-77.0219095930979,38.8840454678262,21038453,400 block of 7th St SW,2021/03/26 04:00:00+00,1843,2021/03/26 04:00:00+00,2021,3,1D,Ward 6,Ethnicity/National Origin,Chinese,Simple Assault,811088,398099.25062019,135133.58697084,38.88403768,-77.0219073,,{35FE2864-4FB7-49B5-B831-7AFA82786F2C},,,MPD,2024/02/16 21:02:52+00,5013,
-76.9817723938384,38.9049974330122,21039497,1500 block of Queen St NE,2021/03/28 04:00:00+00,2341,2021/03/29 04:00:00+00,2021,3,5D,Ward 5,Race,Black,Threats,801155,401581.22,137459.35,38.90498964,-76.98177012,,{BFF3C361-B10E-41AE-9B14-EF5ED793A28B},,,MPD,2024/02/16 21:02:52+00,5014,
-76.9973177372149,38.8851420886596,21039732,600 block of Pennsylvania Ave SE,2021/03/29 04:00:00+00,1430,2021/03/29 04:00:00+00,2021,3,1D,Ward 6,Ethnicity/National Origin,Chinese,Simple Assault,801982,400232.91628617,135255.09557895,38.8851343,-76.99731546,,{27F64979-AE3D-4137-8994-5E97E83F5C91},,,MPD,2024/02/16 21:02:52+00,5015,
-77.0270738061812,38.9719210513473,21041559,6700 block of Georgia Ave NW,2021/04/02 04:00:00+00,0845,2021/04/02 04:00:00+00,2021,4,4D,Ward 4,Sexual Orientation,,Simple Assault,800621,397654.08,144888.65,38.97191325,-77.02707151,,{D0C2FF4D-9F13-455F-8E17-A5BE200FD5B4},,,MPD,2024/02/16 21:02:52+00,5016,
-77.0327321588336,38.9295246790098,21041712,3100 block of 14th St NW,2021/04/02 04:00:00+00,1601,2021/04/02 04:00:00+00,2021,4,3D,Ward 1,Ethnicity/National Origin,Pakistani,Simple Assault,800897,397162.06,140182.43,38.92951689,-77.03272986,,{D068EC75-C35E-4D28-9E8F-4D643F072BA1},,,MPD,2024/02/16 21:02:52+00,5017,
-77.0376108274521,38.9841681543244,21041567,1600 block of Jonquil St NW,2021/04/02 04:00:00+00,0850,2021/04/02 04:00:00+00,2021,4,4D,Ward 4,Sexual Orientation,,Simple Assault,813007,396741.54,146248.52,38.98416035,-77.03760853,,{348C4D7D-503C-432D-933B-2BC7490715A2},,,MPD,2024/02/16 21:02:52+00,5018,
-77.0237178042635,38.9324327565621,21042735,3400 block of Georgia Ave NW,2021/04/04 04:00:00+00,1906,2021/04/04 04:00:00+00,2021,4,4D,Ward 1,Ethnicity/National Origin,Chinese,Threats,814582,397943.76,140505.01,38.93242496,-77.02371551,,{5751881F-0E8E-462C-AAEF-2661F5FF0EAE},,,MPD,2024/02/16 21:02:52+00,5019,
